Year,State,County,Office,Party,Votes
2018,OH,Guernsey County,US Senator,Republican,7529
2018,OH,Guernsey County,US Senator,Democratic,5014
2018,OH,Hancock County,US Senator,Republican,17123
2018,OH,Hancock County,US Senator,Democratic,10929
2018,OH,Hardin County,US Senator,Republican,5899
2018,OH,Hardin County,US Senator,Democratic,3497
2018,OH,Harrison County,US Senator,Republican,3327
2018,OH,Harrison County,US Senator,Democratic,2480
2018,OH,Highland County,US Senator,Republican,9526
2018,OH,Highland County,US Senator,Democratic,3939
2018,OH,Hocking County,US Senator,Republican,5474
2018,OH,Hocking County,US Senator,Democratic,4408
2018,OH,Holmes County,US Senator,Republican,6755
2018,OH,Holmes County,US Senator,Democratic,2059
2018,OH,Huron County,US Senator,Republican,10522
2018,OH,Huron County,US Senator,Democratic,8274
2018,OH,Jackson County,US Senator,Republican,6255
2018,OH,Jackson County,US Senator,Democratic,3815
2018,OH,Jefferson County,US Senator,Republican,13180
2018,OH,Jefferson County,US Senator,Democratic,11376
2018,OH,Knox County,US Senator,Republican,14290
2018,OH,Knox County,US Senator,Democratic,8413
2018,OH,Licking County,US Senator,Republican,39142
2018,OH,Licking County,US Senator,Democratic,29469
2018,OH,Logan County,US Senator,Republican,11243
2018,OH,Logan County,US Senator,Democratic,5235
2018,OH,Lorain County,US Senator,Republican,46403
2018,OH,Lorain County,US Senator,Democratic,67452
2018,OH,Lucas County,US Senator,Republican,50223
2018,OH,Lucas County,US Senator,Democratic,100807
2018,OH,Madison County,US Senator,Republican,8617
2018,OH,Madison County,US Senator,Democratic,5116
2018,OH,Mahoning County,US Senator,Republican,35654
2018,OH,Mahoning County,US Senator,Democratic,54594
2018,OH,Medina County,US Senator,Republican,40478
2018,OH,Medina County,US Senator,Democratic,34493
2018,OH,Mercer County,US Senator,Republican,12637
2018,OH,Mercer County,US Senator,Democratic,4504
2018,OH,Miami County,US Senator,Republican,23219
2018,OH,Miami County,US Senator,Democratic,12064
2018,OH,Monroe County,US Senator,Republican,2765
2018,OH,Monroe County,US Senator,Democratic,2518
2018,OH,Morgan County,US Senator,Republican,2916
2018,OH,Morgan County,US Senator,Democratic,2115
2018,OH,Muskingum County,US Senator,Republican,16504
2018,OH,Muskingum County,US Senator,Democratic,12395
2018,OH,Ottawa County,US Senator,Republican,8799
2018,OH,Ottawa County,US Senator,Democratic,9477
2018,OH,Perry County,US Senator,Republican,6895
2018,OH,Perry County,US Senator,Democratic,4599
2018,OH,Pickaway County,US Senator,Republican,12302
2018,OH,Pickaway County,US Senator,Democratic,7481
2018,OH,Pike County,US Senator,Republican,4897
2018,OH,Pike County,US Senator,Democratic,3900
2018,OH,Portage County,US Senator,Republican,28231
2018,OH,Portage County,US Senator,Democratic,32303
2018,OH,Preble County,US Senator,Republican,10838
2018,OH,Preble County,US Senator,Democratic,4942
2018,OH,Putnam County,US Senator,Republican,10408
2018,OH,Putnam County,US Senator,Democratic,4369
2018,OH,Richland County,US Senator,Republican,26499
2018,OH,Richland County,US Senator,Democratic,17984
2018,OH,Ross County,US Senator,Republican,12738
2018,OH,Ross County,US Senator,Democratic,10602
2018,OH,Sandusky County,US Senator,Republican,11141
2018,OH,Sandusky County,US Senator,Democratic,10987
2018,OH,Scioto County,US Senator,Republican,13014
2018,OH,Scioto County,US Senator,Democratic,10627
2018,OH,Seneca County,US Senator,Republican,9945
2018,OH,Seneca County,US Senator,Democratic,8741
2018,OH,Shelby County,US Senator,Republican,13433
2018,OH,Shelby County,US Senator,Democratic,5183
2018,OH,Stark County,US Senator,Republican,70588
2018,OH,Stark County,US Senator,Democratic,68526
2018,OH,Summit County,US Senator,Republican,83149
2018,OH,Summit County,US Senator,Democratic,129479
2018,OH,Tuscarawas County,US Senator,Republican,18244
2018,OH,Tuscarawas County,US Senator,Democratic,14088
2018,OH,Union County,US Senator,Republican,14747
2018,OH,Union County,US Senator,Democratic,8964
2018,OH,Vinton County,US Senator,Republican,2467
2018,OH,Vinton County,US Senator,Democratic,1641
2018,OH,Warren County,US Senator,Republican,63757
2018,OH,Warren County,US Senator,Democratic,35815
2018,OH,Washington County,US Senator,Republican,13908
2018,OH,Washington County,US Senator,Democratic,9259
2018,OH,Wayne County,US Senator,Republican,24324
2018,OH,Wayne County,US Senator,Democratic,15495
2018,OH,Williams County,US Senator,Republican,7927
2018,OH,Williams County,US Senator,Democratic,5272
2018,PA,Adams County,US Senator,Republican,23419
2018,PA,Adams County,US Senator,Democratic,14880
2018,PA,Allegheny County,US Senator,Republican,176351
2018,PA,Allegheny County,US Senator,Democratic,355907
2018,PA,Armstrong County,US Senator,Republican,15449
2018,PA,Armstrong County,US Senator,Democratic,8570
2018,PA,Beaver County,US Senator,Republican,31916
2018,PA,Beaver County,US Senator,Democratic,34442
2018,PA,Bedford County,US Senator,Republican,14044
2018,PA,Bedford County,US Senator,Democratic,4567
2018,PA,Bradford County,US Senator,Republican,13032
2018,PA,Bradford County,US Senator,Democratic,6926
2018,PA,Cameron County,US Senator,Republican,1080
2018,PA,Cameron County,US Senator,Democratic,653
2018,PA,Centre County,US Senator,Republican,24332
2018,PA,Centre County,US Senator,Democratic,34778
2018,PA,Chester County,US Senator,Republican,92380
2018,PA,Chester County,US Senator,Democratic,140138
2018,PA,Clarion County,US Senator,Republican,8838
2018,PA,Clarion County,US Senator,Democratic,4924
2018,PA,Clearfield County,US Senator,Republican,16852
2018,PA,Clearfield County,US Senator,Democratic,9540
2018,PA,Clinton County,US Senator,Republican,6869
2018,PA,Clinton County,US Senator,Democratic,5289
2018,PA,Crawford County,US Senator,Republican,17813
2018,PA,Crawford County,US Senator,Democratic,11720
2018,PA,Cumberland County,US Senator,Republican,54525
2018,PA,Cumberland County,US Senator,Democratic,47738
2018,PA,Dauphin County,US Senator,Republican,47152
2018,PA,Dauphin County,US Senator,Democratic,59533
2018,PA,Delaware County,US Senator,Republican,84423
2018,PA,Delaware County,US Senator,Democratic,163216
2018,PA,Elk County,US Senator,Republican,6610
2018,PA,Elk County,US Senator,Democratic,4498
2018,PA,Fayette County,US Senator,Republican,20514
2018,PA,Fayette County,US Senator,Democratic,19563
2018,PA,Forest County,US Senator,Republican,1201
2018,PA,Forest County,US Senator,Democratic,693
2018,PA,Greene County,US Senator,Republican,6422
2018,PA,Greene County,US Senator,Democratic,5819
2018,PA,Indiana County,US Senator,Republican,16314
2018,PA,Indiana County,US Senator,Democratic,12702
2018,PA,Jefferson County,US Senator,Republican,10872
2018,PA,Jefferson County,US Senator,Democratic,4437
2018,PA,Juniata County,US Senator,Republican,5853
2018,PA,Juniata County,US Senator,Democratic,2412
2018,PA,Lackawanna County,US Senator,Republican,31922
2018,PA,Lackawanna County,US Senator,Democratic,51444
2018,PA,Lancaster County,US Senator,Republican,107454
2018,PA,Lancaster County,US Senator,Democratic,90521
2018,PA,Lawrence County,US Senator,Republican,17375
2018,PA,Lawrence County,US Senator,Democratic,14324
2018,PA,Lebanon County,US Senator,Republican,29836
2018,PA,Lebanon County,US Senator,Democratic,18368
2018,PA,Lehigh County,US Senator,Republican,52576
2018,PA,Lehigh County,US Senator,Democratic,73632
2018,PA,Luzerne County,US Senator,Republican,58040
2018,PA,Luzerne County,US Senator,Democratic,49200
2018,PA,Lycoming County,US Senator,Republican,26488
2018,PA,Lycoming County,US Senator,Democratic,13893
2018,PA,Mercer County,US Senator,Republican,22290
2018,PA,Mercer County,US Senator,Democratic,18136
2018,PA,Monroe County,US Senator,Republican,23968
2018,PA,Monroe County,US Senator,Democratic,30626
2018,PA,Montgomery County,US Senator,Republican,126666
2018,PA,Montgomery County,US Senator,Democratic,248454
2018,PA,Montour County,US Senator,Republican,3943
2018,PA,Montour County,US Senator,Democratic,2966
2018,PA,Northumberland County,US Senator,Republican,17926
2018,PA,Northumberland County,US Senator,Democratic,10524
2018,PA,Perry County,US Senator,Republican,11607
2018,PA,Perry County,US Senator,Democratic,5186
2018,PA,Philadelphia County,US Senator,Republican,66653
2018,PA,Philadelphia County,US Senator,Democratic,481467
2018,PA,Snyder County,US Senator,Republican,8826
2018,PA,Snyder County,US Senator,Democratic,4322
2018,PA,Somerset County,US Senator,Republican,18896
2018,PA,Somerset County,US Senator,Democratic,9322
2018,PA,Sullivan County,US Senator,Republican,1720
2018,PA,Sullivan County,US Senator,Democratic,962
2018,PA,Susquehanna County,US Senator,Republican,10112
2018,PA,Susquehanna County,US Senator,Democratic,5521
2018,PA,Tioga County,US Senator,Republican,10242
2018,PA,Tioga County,US Senator,Democratic,4145
2018,PA,Union County,US Senator,Republican,8317
2018,PA,Union County,US Senator,Democratic,5901
2018,PA,Venango County,US Senator,Republican,11210
2018,PA,Venango County,US Senator,Democratic,6945
2018,PA,Warren County,US Senator,Republican,8734
2018,PA,Warren County,US Senator,Democratic,5390
2018,PA,Washington County,US Senator,Republican,41958
2018,PA,Washington County,US Senator,Democratic,39220
2018,PA,Wayne County,US Senator,Republican,12269
2018,PA,Wayne County,US Senator,Democratic,7625
2018,PA,Westmoreland County,US Senator,Republican,79078
2018,PA,Westmoreland County,US Senator,Democratic,63778
2018,PA,Wyoming County,US Senator,Republican,6582
2018,PA,Wyoming County,US Senator,Democratic,3868
2018,PA,York County,US Senator,Republican,95814
2018,PA,York County,US Senator,Democratic,69272
2018,RI,Bristol County,US Senator,Republican,7757
2018,RI,Bristol County,US Senator,Democratic,13441
2018,RI,Kent County,US Senator,Republican,30749
2018,RI,Kent County,US Senator,Democratic,36704
2018,RI,Newport County,US Senator,Republican,12228
2018,RI,Newport County,US Senator,Democratic,21453
2018,RI,Providence County,US Senator,Republican,70495
2018,RI,Providence County,US Senator,Democratic,126669
2018,RI,Washington County,US Senator,Republican,23189
2018,RI,Washington County,US Senator,Democratic,33071
2018,TN,Bedford County,US Senator,Republican,8942
2018,TN,Bedford County,US Senator,Democratic,3929
2018,TN,Benton County,US Senator,Republican,3489
2018,TN,Benton County,US Senator,Democratic,1722
2018,TN,Bledsoe County,US Senator,Republican,2908
2018,TN,Bledsoe County,US Senator,Democratic,1096
2018,TN,Blount County,US Senator,Republican,29928
2018,TN,Blount County,US Senator,Democratic,16040
2018,TN,Bradley County,US Senator,Republican,24433
2018,TN,Bradley County,US Senator,Democratic,9030
2018,TN,Campbell County,US Senator,Republican,7208
2018,TN,Campbell County,US Senator,Democratic,2712
2018,TN,Cannon County,US Senator,Republican,3198
2018,TN,Cannon County,US Senator,Democratic,1381
2018,TN,Carroll County,US Senator,Republican,6044
2018,TN,Carroll County,US Senator,Democratic,2606
2018,TN,Cheatham County,US Senator,Republican,9135
2018,TN,Cheatham County,US Senator,Democratic,5150
2018,TN,Chester County,US Senator,Republican,3902
2018,TN,Chester County,US Senator,Democratic,1344
2018,TN,Claiborne County,US Senator,Republican,6083
2018,TN,Claiborne County,US Senator,Democratic,2245
2018,TN,Coffee County,US Senator,Republican,11115
2018,TN,Coffee County,US Senator,Democratic,5572
2018,TN,Cumberland County,US Senator,Republican,16966
2018,TN,Cumberland County,US Senator,Democratic,6321
2018,TN,Davidson County,US Senator,Republican,69338
2018,TN,Davidson County,US Senator,Democratic,172137
2018,TN,Decatur County,US Senator,Republican,2718
2018,TN,Decatur County,US Senator,Democratic,1080
2018,TN,DeKalb County,US Senator,Republican,3906
2018,TN,DeKalb County,US Senator,Democratic,1984
2018,TN,Dickson County,US Senator,Republican,10465
2018,TN,Dickson County,US Senator,Democratic,5992
2018,TN,Franklin County,US Senator,Republican,8981
2018,TN,Franklin County,US Senator,Democratic,4776
2018,TN,Gibson County,US Senator,Republican,10407
2018,TN,Gibson County,US Senator,Democratic,5353
2018,TN,Giles County,US Senator,Republican,6403
2018,TN,Giles County,US Senator,Democratic,3082
2018,TN,Grainger County,US Senator,Republican,5039
2018,TN,Grainger County,US Senator,Democratic,1658
2018,TN,Greene County,US Senator,Republican,14844
2018,TN,Greene County,US Senator,Democratic,5398
2018,TN,Grundy County,US Senator,Republican,2587
2018,TN,Grundy County,US Senator,Democratic,1101
2018,TN,Hamblen County,US Senator,Republican,12134
2018,TN,Hamblen County,US Senator,Democratic,4972
2018,TN,Hamilton County,US Senator,Republican,67152
2018,TN,Hamilton County,US Senator,Democratic,65119
2018,TN,Hancock County,US Senator,Republican,1327
2018,TN,Hancock County,US Senator,Democratic,422
2018,TN,Hardeman County,US Senator,Republican,3869
2018,TN,Hardeman County,US Senator,Democratic,3560
2018,TN,Hawkins County,US Senator,Republican,13058
2018,TN,Hawkins County,US Senator,Democratic,4222
2018,TN,Henderson County,US Senator,Republican,6514
2018,TN,Henderson County,US Senator,Democratic,2024
2018,TN,Henry County,US Senator,Republican,7190
2018,TN,Henry County,US Senator,Democratic,3497
2018,TN,Hickman County,US Senator,Republican,4563
2018,TN,Hickman County,US Senator,Democratic,2286
2018,TN,Houston County,US Senator,Republican,1613
2018,TN,Houston County,US Senator,Democratic,1078
2018,TN,Jackson County,US Senator,Republican,2514
2018,TN,Jackson County,US Senator,Democratic,1361
2018,TN,Johnson County,US Senator,Republican,4520
2018,TN,Johnson County,US Senator,Democratic,1301
2018,TN,Lake County,US Senator,Republican,930
2018,TN,Lake County,US Senator,Democratic,490
2018,TN,Lauderdale County,US Senator,Republican,3745
2018,TN,Lauderdale County,US Senator,Democratic,2810
2018,TN,Lawrence County,US Senator,Republican,9365
2018,TN,Lawrence County,US Senator,Democratic,3439
2018,TN,Lewis County,US Senator,Republican,2836
2018,TN,Lewis County,US Senator,Democratic,1177
2018,TN,Lincoln County,US Senator,Republican,7949
2018,TN,Lincoln County,US Senator,Democratic,2437
2018,TN,Loudon County,US Senator,Republican,14834
2018,TN,Loudon County,US Senator,Democratic,6371
2018,TN,Macon County,US Senator,Republican,4768
2018,TN,Macon County,US Senator,Democratic,1483
2018,TN,Madison County,US Senator,Republican,17127
2018,TN,Madison County,US Senator,Democratic,15316
2018,TN,Marion County,US Senator,Republican,5839
2018,TN,Marion County,US Senator,Democratic,3166
2018,TN,Marshall County,US Senator,Republican,6543
2018,TN,Marshall County,US Senator,Democratic,3380
2018,TN,Maury County,US Senator,Republican,19569
2018,TN,Maury County,US Senator,Democratic,12560
2018,TN,McMinn County,US Senator,Republican,11434
2018,TN,McMinn County,US Senator,Democratic,4122
2018,TN,McNairy County,US Senator,Republican,6007
2018,TN,McNairy County,US Senator,Democratic,2036
2018,TN,Meigs County,US Senator,Republican,2694
2018,TN,Monroe County,US Senator,Republican,10274
2018,TN,Monroe County,US Senator,Democratic,3838
2018,TN,Montgomery County,US Senator,Republican,25932
2018,TN,Montgomery County,US Senator,Democratic,24807
2018,TN,Moore County,US Senator,Republican,1856
2018,TN,Moore County,US Senator,Democratic,611
2018,TN,Morgan County,US Senator,Republican,4083
2018,TN,Morgan County,US Senator,Democratic,1436
2018,TN,Overton County,US Senator,Republican,4640
2018,TN,Overton County,US Senator,Democratic,2452
2018,TN,Perry County,US Senator,Republican,1644
2018,TN,Perry County,US Senator,Democratic,724
2018,TN,Pickett County,US Senator,Republican,1599
2018,TN,Pickett County,US Senator,Democratic,646
2018,TN,Polk County,US Senator,Republican,4127
2018,TN,Polk County,US Senator,Democratic,1585
2018,TN,Putnam County,US Senator,Republican,15230
2018,TN,Putnam County,US Senator,Democratic,8750
2018,TN,Rhea County,US Senator,Republican,6866
2018,TN,Rhea County,US Senator,Democratic,2371
2018,TN,Roane County,US Senator,Republican,12727
2018,TN,Roane County,US Senator,Democratic,6242
2018,TN,Robertson County,US Senator,Republican,15501
2018,TN,Robertson County,US Senator,Democratic,8311
2018,TN,Rutherford County,US Senator,Republican,52254
2018,TN,Rutherford County,US Senator,Democratic,45692
2018,TN,Sequatchie County,US Senator,Republican,3564
2018,TN,Sequatchie County,US Senator,Democratic,1367
2018,TN,Shelby County,US Senator,Republican,96493
2018,TN,Shelby County,US Senator,Democratic,190885
2018,TN,Smith County,US Senator,Republican,4317
2018,TN,Smith County,US Senator,Democratic,2111
2018,TN,Stewart County,US Senator,Republican,2938
2018,TN,Stewart County,US Senator,Democratic,1492
2018,TN,Sullivan County,US Senator,Republican,38753
2018,TN,Sullivan County,US Senator,Democratic,15183
2018,TN,Sumner County,US Senator,Republican,41099
2018,TN,Sumner County,US Senator,Democratic,23762
2018,TN,Tipton County,US Senator,Republican,13390
2018,TN,Tipton County,US Senator,Democratic,5625
2018,TN,Unicoi County,US Senator,Republican,4659
2018,TN,Unicoi County,US Senator,Democratic,1554
2018,TN,Van Buren County,US Senator,Republican,1451
2018,TN,Van Buren County,US Senator,Democratic,711
2018,TN,Warren County,US Senator,Republican,7018
2018,TN,Warren County,US Senator,Democratic,4200
2018,TN,Washington County,US Senator,Republican,28514
2018,TN,Washington County,US Senator,Democratic,16246
2018,TN,Wayne County,US Senator,Republican,3787
2018,TN,Wayne County,US Senator,Democratic,906
2018,TN,White County,US Senator,Republican,5979
2018,TN,White County,US Senator,Democratic,2293
2018,TN,Williamson County,US Senator,Republican,62039
2018,TN,Williamson County,US Senator,Democratic,42611
2018,TN,Wilson County,US Senator,Republican,32810
2018,TN,Wilson County,US Senator,Democratic,19447
2018,TX,Anderson County,US Senator,Democratic,3307
2018,TX,Anderson County,US Senator,Republican,11335
2018,TX,Angelina County,US Senator,Democratic,7130
2018,TX,Angelina County,US Senator,Republican,19166
2018,TX,Archer County,US Senator,Democratic,376
2018,TX,Archer County,US Senator,Republican,3208
2018,TX,Armstrong County,US Senator,Democratic,74
2018,TX,Armstrong County,US Senator,Republican,819
2018,TX,Atascosa County,US Senator,Democratic,4332
2018,TX,Atascosa County,US Senator,Republican,7753
2018,TX,Bailey County,US Senator,Democratic,405
2018,TX,Bailey County,US Senator,Republican,1202
2018,TX,Bastrop County,US Senator,Democratic,12082
2018,TX,Bastrop County,US Senator,Republican,15067
2018,TX,Baylor County,US Senator,Democratic,156
2018,TX,Baylor County,US Senator,Republican,1072
2018,TX,Bee County,US Senator,Democratic,2811
2018,TX,Bell County,US Senator,Democratic,38417
2018,TX,Bell County,US Senator,Republican,47437
2018,TX,Bexar County,US Senator,Democratic,326121
2018,TX,Bexar County,US Senator,Republican,217204
2018,TX,Blanco County,US Senator,Democratic,1567
2018,TX,Blanco County,US Senator,Republican,4180
2018,TX,Borden County,US Senator,Democratic,22
2018,TX,Borden County,US Senator,Republican,320
2018,TX,Bosque County,US Senator,Democratic,1374
2018,TX,Bosque County,US Senator,Republican,5718
2018,TX,Bowie County,US Senator,Democratic,7960
2018,TX,Bowie County,US Senator,Republican,20131
2018,TX,Brazoria County,US Senator,Democratic,45228
2018,TX,Brazoria County,US Senator,Republican,65693
2018,TX,Brazos County,US Senator,Democratic,27876
2018,TX,Brazos County,US Senator,Republican,35971
2018,TX,Brewster County,US Senator,Democratic,2147
2018,TX,Brewster County,US Senator,Republican,1879
2018,TX,Brown County,US Senator,Democratic,1671
2018,TX,Brown County,US Senator,Republican,10391
2018,TX,Burleson County,US Senator,Democratic,1427
2018,TX,Burleson County,US Senator,Republican,5079
2018,TX,Burnet County,US Senator,Democratic,4444
2018,TX,Burnet County,US Senator,Republican,13859
2018,TX,Caldwell County,US Senator,Democratic,5227
2018,TX,Caldwell County,US Senator,Republican,6147
2018,TX,Calhoun County,US Senator,Democratic,1874
2018,TX,Calhoun County,US Senator,Republican,4198
2018,TX,Callahan County,US Senator,Democratic,610
2018,TX,Callahan County,US Senator,Republican,4373
2018,TX,Camp County,US Senator,Democratic,1119
2018,TX,Camp County,US Senator,Republican,2749
2018,TX,Carson County,US Senator,Democratic,244
2018,TX,Carson County,US Senator,Republican,2185
2018,TX,Castro County,US Senator,Democratic,394
2018,TX,Castro County,US Senator,Republican,1219
2018,TX,Cherokee County,US Senator,Democratic,3200
2018,TX,Cherokee County,US Senator,Republican,11621
2018,TX,Clay County,US Senator,Democratic,547
2018,TX,Clay County,US Senator,Republican,3710
2018,TX,Cochran County,US Senator,Democratic,140
2018,TX,Cochran County,US Senator,Republican,541
2018,TX,Coke County,US Senator,Democratic,137
2018,TX,Coke County,US Senator,Republican,1150
2018,TX,Collin County,US Senator,Democratic,165614
2018,TX,Collin County,US Senator,Republican,187425
2018,TX,Colorado County,US Senator,Democratic,1825
2018,TX,Colorado County,US Senator,Republican,5779
2018,TX,Comal County,US Senator,Democratic,16830
2018,TX,Comal County,US Senator,Republican,44079
2018,TX,Comanche County,US Senator,Democratic,781
2018,TX,Comanche County,US Senator,Republican,3800
2018,TX,Cooke County,US Senator,Democratic,2545
2018,TX,Cooke County,US Senator,Republican,11868
2018,TX,Coryell County,US Senator,Democratic,5067
2018,TX,Coryell County,US Senator,Republican,10626
2018,TX,Cottle County,US Senator,Democratic,97
2018,TX,Cottle County,US Senator,Republican,458
2018,TX,Crane County,US Senator,Democratic,213
2018,TX,Crane County,US Senator,Republican,836
2018,TX,Crockett County,US Senator,Democratic,340
2018,TX,Crockett County,US Senator,Republican,928
2018,TX,Crosby County,US Senator,Democratic,437
2018,TX,Crosby County,US Senator,Republican,978
2018,TX,Culberson County,US Senator,Democratic,521
2018,TX,Culberson County,US Senator,Republican,297
2018,TX,Dallam County,US Senator,Democratic,139
2018,TX,Dallam County,US Senator,Republican,970
2018,TX,Dallas County,US Senator,Democratic,481395
2018,TX,Dallas County,US Senator,Republican,241126
2018,TX,Dawson County,US Senator,Democratic,811
2018,TX,Dawson County,US Senator,Republican,2192
2018,TX,Deaf Smith County,US Senator,Democratic,1067
2018,TX,Deaf Smith County,US Senator,Republican,2680
2018,TX,Denton County,US Senator,Democratic,134649
2018,TX,Denton County,US Senator,Republican,158744
2018,TX,DeWitt County,US Senator,Democratic,1128
2018,TX,DeWitt County,US Senator,Republican,4974
2018,TX,Dimmit County,US Senator,Democratic,2041
2018,TX,Dimmit County,US Senator,Republican,839
2018,TX,Donley County,US Senator,Democratic,161
2018,TX,Donley County,US Senator,Republican,1110
2018,TX,Duval County,US Senator,Democratic,2765
2018,TX,Duval County,US Senator,Republican,1328
2018,TX,Eastland County,US Senator,Democratic,800
2018,TX,Eastland County,US Senator,Republican,5377
2018,TX,El Paso County,US Senator,Democratic,151482
2018,TX,El Paso County,US Senator,Republican,50943
2018,TX,Falls County,US Senator,Democratic,1445
2018,TX,Falls County,US Senator,Republican,3215
2018,TX,Fannin County,US Senator,Democratic,2107
2018,TX,Fannin County,US Senator,Republican,8569
2018,TX,Fayette County,US Senator,Democratic,2198
2018,TX,Fayette County,US Senator,Republican,8227
2018,TX,Fisher County,US Senator,Democratic,340
2018,TX,Fisher County,US Senator,Republican,1139
2018,TX,Floyd County,US Senator,Democratic,476
2018,TX,Floyd County,US Senator,Republican,1394
2018,TX,Foard County,US Senator,Democratic,113
2018,TX,Foard County,US Senator,Republican,321
2018,TX,Fort Bend County,US Senator,Democratic,142399
2018,TX,Fort Bend County,US Senator,Republican,111423
2018,TX,Franklin County,US Senator,Democratic,639
2018,TX,Franklin County,US Senator,Republican,3300
2018,TX,Freestone County,US Senator,Democratic,1279
2018,TX,Freestone County,US Senator,Republican,5243
2018,TX,Gaines County,US Senator,Democratic,513
2018,TX,Gaines County,US Senator,Republican,3317
2018,TX,Galveston County,US Senator,Democratic,45065
2018,TX,Galveston County,US Senator,Republican,67641
2018,TX,Garza County,US Senator,Democratic,203
2018,TX,Garza County,US Senator,Republican,1068
2018,TX,Glasscock County,US Senator,Democratic,37
2018,TX,Glasscock County,US Senator,Republican,513
2018,TX,Goliad County,US Senator,Democratic,717
2018,TX,Goliad County,US Senator,Republican,2326
2018,TX,Gonzales County,US Senator,Democratic,1422
2018,TX,Gonzales County,US Senator,Republican,4174
2018,TX,Gray County,US Senator,Democratic,615
2018,TX,Gray County,US Senator,Republican,5246
2018,TX,Grayson County,US Senator,Democratic,11157
2018,TX,Grayson County,US Senator,Republican,31655
2018,TX,Grimes County,US Senator,Democratic,2034
2018,TX,Grimes County,US Senator,Republican,6490
2018,TX,Guadalupe County,US Senator,Democratic,20079
2018,TX,Guadalupe County,US Senator,Republican,33938
2018,TX,Hale County,US Senator,Democratic,1970
2018,TX,Hale County,US Senator,Republican,5360
2018,TX,Hamilton County,US Senator,Democratic,507
2018,TX,Hamilton County,US Senator,Republican,2795
2018,TX,Hardin County,US Senator,Democratic,2636
2018,TX,Hardin County,US Senator,Republican,17391
2018,TX,Harris County,US Senator,Democratic,700200
2018,TX,Harris County,US Senator,Republican,498902
2018,TX,Harrison County,US Senator,Democratic,6245
2018,TX,Harrison County,US Senator,Republican,16226
2018,TX,Hartley County,US Senator,Democratic,151
2018,TX,Hartley County,US Senator,Republican,1451
2018,TX,Hays County,US Senator,Democratic,45290
2018,TX,Hays County,US Senator,Republican,33098
2018,TX,Hemphill County,US Senator,Democratic,157
2018,TX,Hemphill County,US Senator,Republican,1209
2018,TX,Henderson County,US Senator,Democratic,5415
2018,TX,Henderson County,US Senator,Republican,20891
2018,TX,Hill County,US Senator,Democratic,2443
2018,TX,Hill County,US Senator,Republican,8927
2018,TX,Hockley County,US Senator,Democratic,1211
2018,TX,Hockley County,US Senator,Republican,4844
2018,TX,Hood County,US Senator,Democratic,4720
2018,TX,Hood County,US Senator,Republican,20090
2018,TX,Hopkins County,US Senator,Democratic,2545
2018,TX,Hopkins County,US Senator,Republican,9306
2018,TX,Houston County,US Senator,Democratic,1772
2018,TX,Houston County,US Senator,Republican,5552
2018,TX,Hudspeth County,US Senator,Democratic,404
2018,TX,Hudspeth County,US Senator,Republican,506
2018,TX,Hunt County,US Senator,Democratic,7151
2018,TX,Hunt County,US Senator,Republican,21115
2018,TX,Hutchinson County,US Senator,Democratic,753
2018,TX,Hutchinson County,US Senator,Republican,5854
2018,TX,Irion County,US Senator,Democratic,96
2018,TX,Irion County,US Senator,Republican,636
2018,TX,Jack County,US Senator,Democratic,296
2018,TX,Jack County,US Senator,Republican,2498
2018,TX,Jackson County,US Senator,Democratic,832
2018,TX,Jackson County,US Senator,Republican,3911
2018,TX,Jeff Davis County,US Senator,Democratic,466
2018,TX,Jeff Davis County,US Senator,Republican,683
2018,TX,Jim Hogg County,US Senator,Democratic,1060
2018,TX,Jim Hogg County,US Senator,Republican,409
2018,TX,Johnson County,US Senator,Democratic,12211
2018,TX,Johnson County,US Senator,Republican,39571
2018,TX,Jones County,US Senator,Democratic,832
2018,TX,Jones County,US Senator,Republican,4115
2018,TX,Karnes County,US Senator,Democratic,1203
2018,TX,Karnes County,US Senator,Republican,2900
2018,TX,Kaufman County,US Senator,Democratic,12002
2018,TX,Kaufman County,US Senator,Republican,26118
2018,TX,Kendall County,US Senator,Democratic,4340
2018,TX,Kendall County,US Senator,Republican,15292
2018,TX,Kenedy County,US Senator,Democratic,77
2018,TX,Kenedy County,US Senator,Republican,100
2018,TX,Kent County,US Senator,Democratic,44
2018,TX,Kent County,US Senator,Republican,293
2018,TX,Kerr County,US Senator,Democratic,5198
2018,TX,Kerr County,US Senator,Republican,16822
2018,TX,King County,US Senator,Democratic,6
2018,TX,King County,US Senator,Republican,124
2018,TX,Knox County,US Senator,Democratic,229
2018,TX,Knox County,US Senator,Republican,855
2018,TX,La Salle County,US Senator,Democratic,813
2018,TX,La Salle County,US Senator,Republican,673
2018,TX,Lamar County,US Senator,Democratic,3715
2018,TX,Lamar County,US Senator,Republican,12688
2018,TX,Lamb County,US Senator,Democratic,699
2018,TX,Lamb County,US Senator,Republican,2741
2018,TX,Lampasas County,US Senator,Democratic,1569
2018,TX,Lampasas County,US Senator,Republican,5836
2018,TX,Lavaca County,US Senator,Democratic,1019
2018,TX,Lavaca County,US Senator,Republican,6688
2018,TX,Leon County,US Senator,Democratic,855
2018,TX,Leon County,US Senator,Republican,5711
2018,TX,Liberty County,US Senator,Democratic,4421
2018,TX,Liberty County,US Senator,Republican,16041
2018,TX,Limestone County,US Senator,Democratic,1672
2018,TX,Limestone County,US Senator,Republican,5211
